act/public/1985/0141	Goods and Services Tax Act 1985	Income Tax Act 2007	nz/statute/act/public/1985/0141/section/3
act/public/1985/0141	Goods and Services Tax Act 1985	Income Tax Act 2007	nz/statute/act/public/1985/0141/section/55
act/public/1985/0141	Goods and Services Tax Act 1985	Income Tax Act 2007	nz/statute/act/public/1985/0141/section/60c
act/public/1985/0141	Goods and Services Tax Act 1985	Income Tax Act 2007	nz/statute/act/public/1985/0141/section/61
act/public/1985/0141	Goods and Services Tax Act 1985	Income Tax Act 2007	nz/statute/act/public/1985/0141/section/61a
act/public/1985/0141	Goods and Services Tax Act 1985	Social Security Act 2018	nz/statute/act/public/1985/0141/schedule/2/clause/2
act/public/1987/0129	Parental Leave and Employment Protection Act 1987	Accident Compensation Act 2001	nz/statute/act/public/1987/0129/section/71cb
act/public/1987/0129	Parental Leave and Employment Protection Act 1987	Accident Compensation Act 2001	nz/statute/act/public/1987/0129/section/72a
act/public/1987/0129	Parental Leave and Employment Protection Act 1987	Income Tax Act 2007	nz/statute/act/public/1987/0129/section/2b
act/public/1987/0129	Parental Leave and Employment Protection Act 1987	Income Tax Act 2007	nz/statute/act/public/1987/0129/section/71c
act/public/1987/0129	Parental Leave and Employment Protection Act 1987	Income Tax Act 2007	nz/statute/act/public/1987/0129/section/71g
act/public/1987/0129	Parental Leave and Employment Protection Act 1987	Income Tax Act 2007	nz/statute/act/public/1987/0129/section/71r
act/public/1991/0142	Child Support Act 1991	Income Tax Act 2007	nz/statute/act/public/1991/0142/section/10
act/public/1991/0142	Child Support Act 1991	Income Tax Act 2007	nz/statute/act/public/1991/0142/section/163
act/public/1991/0142	Child Support Act 1991	Income Tax Act 2007	nz/statute/act/public/1991/0142/section/165
act/public/1991/0142	Child Support Act 1991	Income Tax Act 2007	nz/statute/act/public/1991/0142/section/166
act/public/1991/0142	Child Support Act 1991	Income Tax Act 2007	nz/statute/act/public/1991/0142/section/2
act/public/1991/0142	Child Support Act 1991	Income Tax Act 2007	nz/statute/act/public/1991/0142/section/216
act/public/1991/0142	Child Support Act 1991	Income Tax Act 2007	nz/statute/act/public/1991/0142/section/35a
act/public/1991/0142	Child Support Act 1991	Income Tax Act 2007	nz/statute/act/public/1991/0142/section/38
act/public/1991/0142	Child Support Act 1991	Income Tax Act 2007	nz/statute/act/public/1991/0142/section/40
act/public/1991/0142	Child Support Act 1991	Income Tax Act 2007	nz/statute/act/public/1991/0142/section/55
act/public/1991/0142	Child Support Act 1991	Income Tax Act 2007	nz/statute/act/public/1991/0142/section/77
act/public/1991/0142	Child Support Act 1991	Income Tax Act 2007	nz/statute/act/public/1991/0142/section/89b
act/public/1991/0142	Child Support Act 1991	Income Tax Act 2007	nz/statute/act/public/1991/0142/section/90
act/public/1991/0142	Child Support Act 1991	Social Security Act 2018	nz/statute/act/public/1991/0142/schedule/1/part/7/clause/32
act/public/1991/0142	Child Support Act 1991	Social Security Act 2018	nz/statute/act/public/1991/0142/section/2
act/public/1991/0142	Child Support Act 1991	Social Security Act 2018	nz/statute/act/public/1991/0142/section/240
act/public/1991/0142	Child Support Act 1991	Social Security Act 2018	nz/statute/act/public/1991/0142/section/263
act/public/1991/0142	Child Support Act 1991	Social Security Act 2018	nz/statute/act/public/1991/0142/section/35a
act/public/1991/0142	Child Support Act 1991	Social Security Act 2018	nz/statute/act/public/1991/0142/section/89c
act/public/1991/0142	Child Support Act 1991	Social Security Act 2018	nz/statute/act/public/1991/0142/section/89f
act/public/1991/0142	Child Support Act 1991	Social Security Act 2018	nz/statute/act/public/1991/0142/section/9
act/public/1992/0076	Public and Community Housing Management Act 1992	Accident Compensation Act 2001	nz/statute/act/public/1992/0076/section/108
act/public/1992/0076	Public and Community Housing Management Act 1992	Accident Compensation Act 2001	nz/statute/act/public/1992/0076/section/112
act/public/1992/0076	Public and Community Housing Management Act 1992	Accident Compensation Act 2001	nz/statute/act/public/1992/0076/section/145
act/public/1992/0076	Public and Community Housing Management Act 1992	Income Tax Act 2007	nz/statute/act/public/1992/0076/section/107
act/public/1992/0076	Public and Community Housing Management Act 1992	Income Tax Act 2007	nz/statute/act/public/1992/0076/section/153
act/public/1992/0076	Public and Community Housing Management Act 1992	Social Security Act 2018	nz/statute/act/public/1992/0076/schedule/3/clause/1
act/public/1992/0076	Public and Community Housing Management Act 1992	Social Security Act 2018	nz/statute/act/public/1992/0076/schedule/4/part/1/clause/11
act/public/1992/0076	Public and Community Housing Management Act 1992	Social Security Act 2018	nz/statute/act/public/1992/0076/schedule/4/part/5/clause/23
act/public/1992/0076	Public and Community Housing Management Act 1992	Social Security Act 2018	nz/statute/act/public/1992/0076/section/107
act/public/1992/0076	Public and Community Housing Management Act 1992	Social Security Act 2018	nz/statute/act/public/1992/0076/section/114
act/public/1992/0076	Public and Community Housing Management Act 1992	Social Security Act 2018	nz/statute/act/public/1992/0076/section/115a
act/public/1992/0076	Public and Community Housing Management Act 1992	Social Security Act 2018	nz/statute/act/public/1992/0076/section/118a
act/public/1992/0076	Public and Community Housing Management Act 1992	Social Security Act 2018	nz/statute/act/public/1992/0076/section/126
act/public/1992/0076	Public and Community Housing Management Act 1992	Social Security Act 2018	nz/statute/act/public/1992/0076/section/128
act/public/1992/0076	Public and Community Housing Management Act 1992	Social Security Act 2018	nz/statute/act/public/1992/0076/section/136
act/public/1992/0076	Public and Community Housing Management Act 1992	Social Security Act 2018	nz/statute/act/public/1992/0076/section/157
act/public/1992/0076	Public and Community Housing Management Act 1992	Social Security Act 2018	nz/statute/act/public/1992/0076/section/2
act/public/1992/0076	Public and Community Housing Management Act 1992	Social Security Act 2018	nz/statute/act/public/1992/0076/section/99
act/public/1994/0166	Tax Administration Act 1994	Accident Compensation Act 2001	nz/statute/act/public/1994/0166/schedule/7/part/c/subpart/2/clause/41
act/public/1994/0166	Tax Administration Act 1994	Accident Compensation Act 2001	nz/statute/act/public/1994/0166/schedule/7/part/c/subpart/2/clause/42
act/public/1994/0166	Tax Administration Act 1994	Accident Compensation Act 2001	nz/statute/act/public/1994/0166/section/108
act/public/1994/0166	Tax Administration Act 1994	Accident Compensation Act 2001	nz/statute/act/public/1994/0166/section/142
act/public/1994/0166	Tax Administration Act 1994	Accident Compensation Act 2001	nz/statute/act/public/1994/0166/section/143e
act/public/1994/0166	Tax Administration Act 1994	Accident Compensation Act 2001	nz/statute/act/public/1994/0166/section/156a
act/public/1994/0166	Tax Administration Act 1994	Accident Compensation Act 2001	nz/statute/act/public/1994/0166/section/157
act/public/1994/0166	Tax Administration Act 1994	Accident Compensation Act 2001	nz/statute/act/public/1994/0166/section/167
act/public/1994/0166	Tax Administration Act 1994	Accident Compensation Act 2001	nz/statute/act/public/1994/0166/section/168
act/public/1994/0166	Tax Administration Act 1994	Accident Compensation Act 2001	nz/statute/act/public/1994/0166/section/169
act/public/1994/0166	Tax Administration Act 1994	Accident Compensation Act 2001	nz/statute/act/public/1994/0166/section/16c
act/public/1994/0166	Tax Administration Act 1994	Accident Compensation Act 2001	nz/statute/act/public/1994/0166/section/3
act/public/1994/0166	Tax Administration Act 1994	Accident Compensation Act 2001	nz/statute/act/public/1994/0166/section/4a
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/schedule/1
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/schedule/3
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/schedule/4
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/schedule/5/part/a/clause/1
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/schedule/5/part/a/clause/4
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/schedule/5/part/b/clause/1
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/schedule/5/part/c/clause/1
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/schedule/5/part/c/clause/2
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/schedule/5/part/c/clause/3
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/schedule/5/part/c/clause/4
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/schedule/5/part/c/clause/6
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/schedule/6
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/schedule/7/part/b/clause/16
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/schedule/7/part/c/subpart/1/clause/33
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/schedule/7/part/c/subpart/1/clause/35
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/schedule/7/part/c/subpart/1/clause/38
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/schedule/7/part/c/subpart/1/clause/39c
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/schedule/7/part/c/subpart/2/clause/46
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/schedule/8/part/a
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/schedule/8/part/b/clause/2
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/100
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/101
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/101b
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/108
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/113b
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/113f
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/113g
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/119
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/120c
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/120d
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/120h
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/120kb
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/120kbb
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/120kbc
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/120kc
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/120kd
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/120ke
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/120m
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/120o
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/120ob
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/120od
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/120oe
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/120pa
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/120pb
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/120q
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/120v
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/120vb
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/120vd
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/120ve
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/124i
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/124zd
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/124ze
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/124zg
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/125
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/130
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/133
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/138e
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/138m
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/139b
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/139bb
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/139c
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/14
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/140b
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/140cb
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/141
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/141b
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/141ed
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/141gc
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/141jb
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/142a
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/142ac
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/14b
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/14c
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/14d
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/14e
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/14f
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/14h
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/150a
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/157
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/164
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/165a
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/166
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/166b
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/167
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/168
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/169
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/173k
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/173m
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/173mb
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/173p
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/173q
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/173r
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/174aa
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/177b
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/177c
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/180
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/181b
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/181c
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/181d
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/183abab
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/183abac
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/184
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/184aa
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/185
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/185f
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/22
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/225
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/225ab
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/225b
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/225c
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/225d
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/226
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/226h
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/226i
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/227c
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/227d
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/227e
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/227g
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/227i
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/22a
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/22aa
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/22b
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/22c
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/22d
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/23b
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/23c
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/23i
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/23ib
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/23j
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/23k
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/23l
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/24b
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/24f
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/24h
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/24hb
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/25c
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/25e
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/25g
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/25m
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/25nb
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/25o
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/26c
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/28
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/29
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/3
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/30b
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/30d
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/31
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/31b
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/31c
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/31d
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/32a
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/32e
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/32i
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/32ib
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/32j
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/32jb
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/32m
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/33
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/36
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/36bb
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/36bc
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/38
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/39
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/39b
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/41
act/public/1994/0166	Tax Administration Act 1994	Income Tax Act 2007	nz/statute/act/public/1994/0166/section/41a
